WALLS,
X,Y,Type,Object,
1039,360,0,W
1039,390,0,W
1039,420,0,W
1039,510,0,W
1039,630,0,W
1039,720,0,W
1039,750,0,W
1039,780,0,W
1039,810,0,W
1039,840,0,W
1039,870,0,W
1039,900,0,W
1039,960,0,W
1039,1050,0,W
1039,1080,0,W
1039,1110,0,W
1039,1140,0,W
1039,1170,0,W
1039,1200,0,W
1039,1230,0,W
1099,360,1,W
1099,390,1,W
1099,480,1,W
1099,570,1,W
1129,570,1,W
1129,600,1,W
1129,630,1,W
1129,690,1,W
1129,750,1,W
1129,810,1,W
1159,810,1,W
1129,900,1,W
1159,900,1,W
1129,930,1,W
1159,930,1,W
1159,1020,1,W
1159,1170,1,W
1069,360,2,W
1069,450,2,W
1069,510,2,W
1069,570,2,W
1069,630,2,W
1069,660,2,W
1069,690,2,W
1069,750,2,W
1069,840,2,W
1069,900,2,W
1069,930,2,W
1069,960,2,W
1069,990,2,W
1069,1020,2,W
1069,1050,2,W
1069,1080,2,W
1069,1110,2,W
1069,1140,2,W
1069,1170,2,W
1069,1200,2,W
1069,1230,2,W
1219,780,1,W
1219,810,1,W
1219,870,1,W
1219,900,1,W
1219,930,1,W
1189,960,1,W
1219,960,1,W
1189,990,1,W
1219,990,1,W
1189,1020,1,W
1219,1020,1,W
1189,1050,1,W
1219,1050,1,W
1189,1080,1,W
1219,1080,1,W
1189,1110,1,W
1219,1110,1,W
1189,1170,1,W
1219,1170,1,W
1189,1200,1,W
1219,1200,1,W
1219,1230,1,W
1099,1050,1,W
1099,1080,1,W
1099,1110,1,W
1099,1140,1,W
1129,1140,1,W
1099,1170,1,W
1129,1170,1,W
1099,1200,1,W
1129,1200,1,W
1129,1230,1,W
1099,780,1,W
1129,780,1,W
1099,810,1,W
1099,840,1,W
1129,840,1,W
1099,870,1,W
1129,870,1,W
1099,900,1,W
1099,930,1,W
SPAWNERS,
X,Y,Type,Object,
1219,360,0,S
1219,390,0,S
1219,480,0,S
1249,600,1,S
1249,630,1,S
1249,660,1,S
1249,870,2,S
1279,870,2,S
1249,900,2,S
OBJECTIVES,
X,Y,Type,Object,
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
1849,480,0,C
