WALLS,
X,Y,Type,
1699,390,0
1729,390,0
1759,390,0
1099,420,0
1579,420,0
1609,420,0
1639,420,0
1669,420,0
1759,420,0
1789,420,0
1819,420,0
1519,450,0
1549,450,0
1849,450,0
1099,480,0
1369,480,0
1489,480,0
1579,480,2
1639,480,0
1879,480,0
1909,480,0
1249,510,0
1609,510,2
1189,540,0
1429,540,2
1459,540,0
1639,540,2
1669,540,2
1759,540,0
1789,540,0
1819,540,0
1159,570,0
1729,570,0
1819,570,0
1849,570,0
1099,600,0
1129,600,0
1369,600,2
1459,600,0
1519,600,1
1579,600,1
1669,600,2
1069,630,0
1129,630,0
1369,630,1
1399,630,1
1459,630,1
1609,630,1
1849,630,0
1879,630,0
1249,660,1
1339,660,1
1429,660,0
1639,660,0
1849,660,0
1879,660,0
1039,690,0
1249,690,1
1309,690,1
1399,690,1
1429,690,0
1639,690,1
1669,690,2
1909,690,0
1129,720,0
1159,720,1
1279,720,2
1579,720,1
1039,750,0
1669,750,2
1699,750,1
1849,750,0
1879,750,0
1129,780,1
1219,780,2
1249,780,2
1399,780,0
1669,780,2
1699,780,2
1039,810,0
1249,810,2
1309,810,2
1489,810,2
1579,810,0
1609,810,2
1759,810,1
1339,840,1
1399,840,0
1579,840,2
1759,840,1
1039,870,0
1159,870,0
1819,870,0
1849,870,0
1069,900,1
1099,900,1
1399,900,0
1429,900,0
1309,930,1
1489,930,2
1669,930,1
1909,930,0
1099,960,0
1189,960,0
1399,960,1
1429,960,0
1459,960,0
1579,960,0
1609,960,0
1759,960,0
1849,960,0
1879,960,0
1099,990,1
1129,990,0
1159,990,0
1189,990,0
1309,990,1
1339,990,1
1399,990,1
1429,990,1
1489,990,1
1639,990,0
1669,990,0
1759,990,0
1129,1020,1
1219,1020,1
1369,1020,1
1399,1020,2
1489,1020,0
1189,1050,0
1369,1050,2
1489,1050,0
1699,1050,0
1519,1080,0
1549,1080,0
1669,1080,0
1909,1080,0
1219,1110,0
1519,1110,0
1549,1110,0
1579,1110,0
1609,1110,0
1879,1110,0
1249,1140,0
1279,1140,0
1849,1140,0
1309,1170,0
1339,1170,0
1369,1170,0
1399,1170,0
1429,1170,0
1459,1170,0
1669,1170,0
1759,1170,0
1429,1200,0
1459,1200,0
1489,1200,0
1579,1200,0
1669,1200,0


SPAWNERS,
X,Y,Type,
1309,420,0
1369,420,0
1459,420,0
1789,690,2
1789,720,2
1789,750,2
1129,1110,1
1129,1140,1
1159,1170,1
