WALLS,
X,Y,Type,
1249,420,2
1279,420,2
1309,420,2
1339,420,2
1369,420,2
1399,420,2
1429,420,2
1459,420,2
1489,420,2
1519,420,2
1549,420,2
1579,420,2
1609,420,2
1639,420,2
1669,420,2
1699,420,2
1729,420,2
1759,420,2
1789,420,2
1099,480,0
1099,510,0
1099,540,0
1729,540,0
1069,630,0
1789,690,0
1069,720,0
1789,780,0
1069,810,0
1789,810,0
1099,870,0
1789,870,0
1099,900,0
1129,900,0
1789,900,0
1129,930,0
1159,930,0
1189,930,0
1729,930,0
1759,930,0
1189,960,0
1249,960,0
1279,960,0
1339,960,0
1429,960,0
1699,960,0
1729,960,0
1489,990,0
1519,990,0
1609,990,0
1639,990,0
1669,990,0
1699,990,0
1099,1080,1
1129,1110,1
1159,1110,1
1189,1110,1
1219,1110,1
1249,1110,1
1279,1140,1
1729,1140,1
1759,1140,1
1789,1140,1
1819,1140,1
1369,1170,1
1399,1170,1
1429,1170,1
1459,1170,1
1519,1170,1
1549,1170,1
1579,1170,1
1639,1170,1
1669,1170,1
1699,1170,1
1759,1170,1
1789,1170,1
1489,1200,1
1519,1200,1
1549,1200,1
1579,1200,1


SPAWNERS,
X,Y,Type,
1069,420,0
1099,420,0
1069,450,0
1849,1050,2
1819,1080,2
1849,1080,2
1099,1200,1
1129,1230,1
