WALLS,
X,Y,Type,Object,
1069,420,0,W
1099,420,0,W
1369,420,0,W
1429,420,0,W
1459,420,0,W
1489,420,0,W
1519,420,0,W
1549,420,0,W
1579,420,0,W
1639,420,0,W
1669,420,0,W
1699,420,0,W
1729,420,0,W
1759,420,0,W
1789,420,0,W
1819,420,0,W
1189,450,0,W
1219,450,0,W
1249,450,0,W
1279,450,0,W
1309,450,0,W
1339,450,0,W
1369,450,0,W
1429,450,0,W
1459,450,0,W
1819,450,0,W
1849,450,0,W
1069,480,0,W
1159,480,0,W
1189,480,0,W
1219,480,0,W
1849,480,0,W
1069,510,0,W
1129,510,0,W
1159,510,0,W
1849,510,0,W
1069,540,0,W
1129,540,0,W
1609,540,1,W
1639,540,1,W
1849,540,0,W
1069,570,0,W
1519,570,1,W
1069,600,0,W
1099,600,0,W
1129,600,0,W
1729,600,1,W
1849,600,0,W
1069,630,0,W
1459,630,1,W
1759,630,1,W
1849,630,0,W
1069,660,0,W
1099,660,0,W
1399,660,1,W
1759,660,1,W
1789,660,1,W
1849,660,0,W
1069,690,0,W
1099,690,0,W
1369,690,1,W
1759,690,1,W
1789,690,1,W
1849,690,0,W
1099,720,0,W
1309,720,1,W
1369,720,1,W
1759,720,1,W
1789,720,1,W
1849,720,0,W
1069,750,0,W
1099,750,0,W
1279,750,1,W
1309,750,1,W
1759,750,1,W
1069,780,0,W
1099,780,0,W
1279,780,1,W
1819,780,0,W
1849,780,0,W
1099,810,0,W
1279,810,1,W
1729,810,1,W
1759,810,1,W
1819,810,0,W
1849,810,0,W
1069,840,0,W
1129,840,0,W
1249,840,1,W
1729,840,1,W
1759,840,1,W
1819,840,0,W
1849,840,0,W
1129,870,0,W
1249,870,1,W
1729,870,1,W
1819,870,0,W
1129,900,0,W
1159,900,0,W
1249,900,1,W
1729,900,1,W
1819,900,0,W
1159,930,0,W
1249,930,1,W
1699,930,1,W
1819,930,0,W
1099,960,0,W
1159,960,0,W
1249,960,1,W
1279,960,1,W
1669,960,1,W
1819,960,0,W
1189,990,0,W
1279,990,1,W
1669,990,1,W
1819,990,0,W
1099,1020,0,W
1189,1020,0,W
1219,1020,0,W
1309,1020,1,W
1639,1020,1,W
1819,1020,0,W
1219,1050,0,W
1249,1050,0,W
1309,1050,1,W
1339,1050,1,W
1369,1050,1,W
1399,1050,1,W
1429,1050,1,W
1579,1050,1,W
1609,1050,1,W
1819,1050,0,W
1099,1080,0,W
1369,1080,1,W
1399,1080,1,W
1429,1080,1,W
1459,1080,1,W
1489,1080,1,W
1519,1080,1,W
1549,1080,1,W
1819,1080,0,W
1819,1110,0,W
1099,1140,0,W
1189,1140,2,W
1219,1140,2,W
1249,1140,2,W
1819,1140,0,W
1099,1170,0,W
1219,1170,2,W
1249,1170,2,W
1279,1170,2,W
1309,1170,2,W
1819,1170,0,W
1189,1200,2,W
1219,1200,2,W
1249,1200,2,W
1279,1200,2,W
1309,1200,2,W
1819,1200,0,W
1099,1230,0,W
1519,1230,0,W
1549,1230,0,W
1579,1230,0,W
1609,1230,0,W
1639,1230,0,W
1669,1230,0,W
1699,1230,0,W
1729,1230,0,W
1759,1230,0,W
1789,1230,0,W
1819,1230,0,W


SPAWNERS,
X,Y,Type,Object,
1189,540,0,S
1219,540,0,S
1489,540,1,S
1189,570,0,S
1699,1110,2,S
1669,1140,2,S
1699,1140,2,S
