WALLS,
X,Y,Type,
1429,390,0
1459,390,0
1549,390,0
1639,390,0
1699,390,0
1759,390,0
1129,420,0
1369,420,0
1789,420,0
1819,420,0
1129,450,0
1309,450,0
1339,450,0
1819,450,0
1129,480,0
1279,480,0
1309,480,0
1849,480,0
1129,510,0
1849,510,0
1129,540,0
1699,540,1
1879,540,0
1609,570,1
1129,600,0
1309,600,1
1339,600,1
1369,600,1
1399,600,1
1489,600,1
1909,630,0
1129,660,0
1909,690,0
1129,720,0
1909,780,0
1129,810,0
1879,840,0
1129,870,0
1879,870,0
1129,900,0
1849,900,0
1099,930,0
1129,930,0
1099,960,0
1129,960,0
1819,960,0
1099,990,0
1129,990,0
1819,990,0
1129,1020,0
1789,1020,0
1129,1050,0
1129,1080,0
1759,1080,0
1129,1140,0
1159,1140,0
1189,1140,0
1219,1140,0
1699,1140,0
1729,1140,0
1219,1170,0
1249,1170,0
1309,1170,0
1369,1170,0
1399,1170,0
1429,1170,0
1609,1170,0
1639,1170,0
1669,1170,0
1699,1170,0
1369,1200,0
1399,1200,0
1429,1200,0
1459,1200,0
1489,1200,0
1519,1200,0
1549,1200,0
1579,1200,0
1609,1200,0


SPAWNERS,
X,Y,Type,
1249,900,0
1279,900,0
1639,900,2
1249,930,0
1639,930,2
1609,960,2
