WALLS,
X,Y,Type,Object,
1159,390,0,W
1189,390,0,W
1219,390,0,W
1279,390,0,W
1339,390,0,W
1399,390,0,W
1429,390,0,W
1489,390,0,W
1519,390,0,W
1549,390,0,W
1579,390,0,W
1609,390,0,W
1639,390,0,W
1699,390,0,W
1729,390,0,W
1789,390,0,W
1849,390,0,W
1069,420,0,W
1159,420,0,W
1189,420,0,W
1849,420,0,W
1879,420,0,W
1069,450,0,W
1879,450,0,W
1069,480,0,W
1879,480,0,W
1879,510,0,W
1879,540,0,W
1069,570,0,W
1879,600,0,W
1039,630,0,W
1879,630,0,W
1879,690,0,W
1879,720,0,W
1039,750,0,W
1879,750,0,W
1039,780,0,W
1879,780,0,W
1039,840,0,W
1879,840,0,W
1039,870,0,W
1039,900,0,W
1879,900,0,W
1039,930,0,W
1039,960,0,W
1039,990,0,W
1879,990,0,W
1039,1020,0,W
1039,1050,0,W
1879,1050,0,W
1039,1080,0,W
1039,1110,0,W
1849,1110,0,W
1879,1110,0,W
1039,1140,0,W
1069,1140,0,W
1099,1140,0,W
1849,1140,0,W
1129,1170,0,W
1159,1170,0,W
1189,1170,0,W
1849,1170,0,W
1189,1200,0,W
1219,1200,0,W
1249,1200,0,W
1819,1200,0,W
1849,1200,0,W
1249,1230,0,W
1279,1230,0,W
1339,1230,0,W
1399,1230,0,W
1459,1230,0,W
1519,1230,0,W
1609,1230,0,W
1639,1230,0,W
1819,1230,0,W
1849,1230,0,W
1819,450,1,W
1819,480,1,W
1519,510,1,W
1579,510,1,W
1639,510,1,W
1699,510,1,W
1729,510,1,W
1759,510,1,W
1819,510,1,W
1279,540,1,W
1309,540,1,W
1339,540,1,W
1369,540,1,W
1399,540,1,W
1459,540,1,W
1519,540,1,W
1759,540,1,W
1819,540,1,W
1219,570,1,W
1249,570,1,W
1279,570,1,W
1819,570,1,W
1219,600,1,W
1819,600,1,W
1189,630,1,W
1819,660,1,W
1159,690,1,W
1819,690,1,W
1159,720,1,W
1159,750,1,W
1819,750,1,W
1129,780,1,W
1159,780,1,W
1819,780,1,W
1129,810,1,W
1819,810,1,W
1129,840,1,W
1129,870,1,W
1819,870,1,W
1129,900,1,W
1819,900,1,W
1129,930,1,W
1819,930,1,W
1129,960,1,W
1819,960,1,W
1129,990,1,W
1129,1020,1,W
1159,1020,1,W
1189,1020,1,W
1219,1020,1,W
1819,1020,1,W
1189,1050,1,W
1219,1050,1,W
1249,1050,1,W
1279,1050,1,W
1309,1050,1,W
1339,1050,1,W
1399,1050,1,W
1789,1050,1,W
1819,1050,1,W
1399,1080,1,W
1429,1080,1,W
1459,1080,1,W
1489,1080,1,W
1789,1080,1,W
1489,1110,1,W
1519,1110,1,W
1549,1110,1,W
1579,1110,1,W
1759,1110,1,W
1789,1110,1,W
1579,1140,1,W
1609,1140,1,W
1639,1140,1,W
1669,1140,1,W
1699,1140,1,W
1729,1140,1,W
1789,600,2,W
1579,630,2,W
1609,630,2,W
1669,630,2,W
1699,630,2,W
1729,630,2,W
1759,630,2,W
1789,630,2,W
1399,660,2,W
1429,660,2,W
1459,660,2,W
1489,660,2,W
1519,660,2,W
1549,660,2,W
1369,690,2,W
1399,690,2,W
1789,690,2,W
1339,720,2,W
1309,750,2,W
1339,750,2,W
1309,780,2,W
1279,810,2,W
1309,810,2,W
1789,810,2,W
1279,840,2,W
1249,870,2,W
1279,870,2,W
1759,870,2,W
1789,870,2,W
1249,900,2,W
1759,900,2,W
1249,930,2,W
1249,960,2,W
1279,960,2,W
1309,960,2,W
1339,960,2,W
1399,960,2,W
1429,960,2,W
1489,960,2,W
1729,960,2,W
1759,960,2,W
1519,990,2,W
1579,990,2,W
1609,990,2,W
1639,990,2,W
1669,990,2,W
1699,990,2,W
1729,990,2,W
1609,1020,2,W
1639,1020,2,W
1669,1020,2,W
SPAWNERS,
X,Y,Type,Object,
1279,450,1,S
1219,480,1,S
1249,480,1,S
1309,1140,2,S
1309,1170,2,S
OBJECTIVES,
X,Y,Type,Object,
1609,720,0,C
1639,720,0,C
1699,720,0,C
1729,720,0,C
1579,750,0,C
1609,750,0,C
1699,750,0,C
1549,780,0,C
1579,780,0,C
1639,780,0,C
1699,780,0,C
1549,810,0,C
1579,810,0,C
1609,810,0,C
1639,810,0,C
1489,750,1,D
1489,780,1,D
