WALLS,
X,Y,Type,Object,
1069,420,0,W
1039,480,0,W
1069,480,0,W
1039,540,0,W
1039,600,0,W
1039,660,0,W
1039,780,0,W
1039,870,0,W
1069,930,0,W
1069,960,0,W
1069,1020,0,W
1069,1050,0,W
1069,1080,0,W
1069,1110,0,W
1069,1140,0,W
1069,1170,0,W
1069,1200,0,W
1099,1200,0,W
1129,1200,0,W
1159,1200,0,W
1189,1200,0,W
1219,1200,0,W
1249,1200,0,W
1279,1200,0,W
1309,1200,0,W
1339,1200,0,W
1369,1200,0,W
1399,1200,0,W
1429,1200,0,W
1459,1200,0,W
1489,1200,0,W
1519,1200,0,W
1549,1200,0,W
1579,1200,0,W
1609,1200,0,W
1639,1200,0,W
1669,1200,0,W
1699,1200,0,W
1729,1200,0,W
1759,1200,0,W
1789,1200,0,W
1819,390,0,W
1849,390,0,W
1819,420,0,W
1819,450,0,W
1819,480,0,W
1819,510,0,W
1819,540,0,W
1819,570,0,W
1819,600,0,W
1819,630,0,W
1819,660,0,W
1819,720,0,W
1849,810,0,W
1849,870,0,W
1849,960,0,W
1819,990,0,W
1849,990,0,W
1819,1020,0,W
1849,1020,0,W
1819,1050,0,W
1819,1080,0,W
1399,390,0,W
1429,390,0,W
1459,390,0,W
1489,390,0,W
1519,390,0,W
1549,390,0,W
1579,390,0,W
1609,390,0,W
1669,390,0,W
1699,390,0,W
1729,390,0,W
1759,390,0,W
1159,420,0,W
1189,420,0,W
1219,420,0,W
1249,420,0,W
1279,420,0,W
1309,420,0,W
1339,420,0,W
1369,420,0,W
1399,420,0,W
1849,1110,0,W
1819,1140,0,W
1849,1140,0,W
1729,1170,0,W
1759,1170,0,W
1789,1170,0,W
1279,480,1,W
1309,480,1,W
1279,510,1,W
1219,540,1,W
1249,540,1,W
1219,570,1,W
1219,600,1,W
1189,630,1,W
1219,630,1,W
1189,660,1,W
1189,690,1,W
1189,750,1,W
1219,750,1,W
1189,780,1,W
1219,780,1,W
1849,930,2,W
1819,960,2,W
1789,1050,2,W
1729,1080,2,W
1759,1080,2,W
1789,1080,2,W
1669,1110,2,W
1699,1110,2,W
1639,1140,2,W
1669,1140,2,W
1129,1020,1,W
1159,1020,1,W
1159,1050,1,W
1189,1080,1,W
1219,1080,1,W
1219,1110,1,W
1249,1110,1,W
1279,1140,1,W
1309,1140,1,W
1609,450,2,W
1639,450,2,W
1669,480,2,W
1699,480,2,W
1729,510,2,W
1759,540,2,W
1759,570,2,W
1789,570,2,W
1759,600,2,W
1789,600,2,W
1759,630,2,W
SPAWNERS,
X,Y,Type,Object,
1129,1140,0,S
1879,1200,0,S
1099,540,1,S
1189,510,1,S
1789,450,0,S
OBJECTIVES,
X,Y,Type,Object,
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1339,660,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1339,660,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1339,660,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1339,660,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1579,1230,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1339,660,0,C
1879,840,0,C
1909,840,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1579,1230,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1879,630,0,C
1339,660,0,C
1879,840,0,C
1909,840,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1579,1230,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1879,630,0,C
1339,660,0,C
1879,840,0,C
1909,840,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1579,1230,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1879,630,0,C
1339,660,0,C
1879,840,0,C
1909,840,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1579,1230,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1879,630,0,C
1339,660,0,C
1879,840,0,C
1909,840,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1579,1230,0,C
1369,540,0,C
1369,570,0,C
1339,600,0,C
1369,600,0,C
1339,630,0,C
1879,630,0,C
1339,660,0,C
1879,840,0,C
1909,840,0,C
1189,990,0,C
1219,990,0,C
1249,990,0,C
1369,1230,0,C
1399,1230,0,C
1579,1230,0,C
1669,780,1,D
1669,780,1,D
1249,900,1,D
